investor_id,amfi_code,units_held,invested_amount,current_nav
INV00038,107,230.2787592357197,49691.49670250412,151.76720665970907
INV00039,108,398.1916265480908,72975.63153874848,44.879273147701035
INV00040,113,598.7130989011094,57524.13161492286,35.11721319870966
INV00041,102,117.87526738122446,15953.484423455884,162.76904586579187
INV00042,123,177.15333276186664,7663.764345626455,66.80973878993105
INV00043,138,84.63422695342895,96510.44160799177,128.5292036272773
INV00044,105,12.328095740299442,92813.10388171722,108.58779320599082
INV00045,118,318.70740831383375,92653.4635109959,78.36671550373883
INV00046,121,274.51498987983825,20831.996557074446,183.2882417495381
INV00047,134,432.46269056490587,91996.72568886688,109.16145800533822
INV00048,136,198.08832657309895,41826.8167681454,29.622239893826855
INV00049,138,559.3182558278435,81372.18884793183,97.35199361303005
INV00050,107,679.321794828005,46652.68724355431,120.05112389446124
INV00051,115,616.443778305158,47038.59662750453,62.81257815585124
INV00052,118,998.0037240312134,53704.53454962567,56.42168343636829
INV00053,128,593.6607010412786,9047.31300492565,65.72065654737972
INV00054,123,370.8537622321015,55535.8303094352,44.94306943183125
INV00055,106,877.3935129719257,72019.62784654542,185.0497025438944
INV00056,116,470.5628555444559,23700.408793973544,178.4119232256515
INV00057,110,959.1174624638697,39470.965024765115,169.9700666901744
INV00058,104,853.8849270901403,52841.20534161103,58.28482028681283
INV00059,111,779.5023718536805,62660.804822633894,163.20575363621464
INV00060,132,668.0723818721364,95693.96740285608,64.21242816005827
INV00061,111,961.5254450005236,76657.07549152075,63.92395763517691
INV00062,120,396.77485445660193,42387.345876800166,106.53675053239395
INV00063,127,105.61121173858241,35800.08365044037,137.24419104989238
INV00064,107,967.7701570483239,29192.306230528367,70.42702050831122
INV00065,119,419.40164483534716,44595.659194810774,47.04419753734463
INV00066,103,745.1507455788771,58139.38147405137,159.8077305676418
INV00067,138,365.5163969125433,38766.76837414846,122.12035685734698
INV00068,134,300.61367770844487,45734.61641045595,41.45839584606237
INV00069,101,95.49543860712276,93923.27278669285,140.6293458699034
INV00070,136,252.84362971136824,14952.338678016564,92.22094783755908
INV00071,135,153.07887538545754,50210.47420185834,134.13076702156687
INV00072,115,277.04913687029324,78445.98662364311,70.58517376920827
INV00073,136,747.1400500618068,48743.49550959567,17.526669755114774
INV00074,121,827.6195992834826,41444.79350749872,182.1399385691533
INV00075,102,169.23622501625056,44307.75579865154,67.97676795658936
INV00076,113,114.98955082042328,70474.8376815718,115.8662144868416
INV00077,108,725.103702181506,95442.79175941758,173.18959478370033
INV00078,123,242.109546887043,71755.26607120788,106.02570593690801
INV00079,103,326.4526935524814,5015.756096279155,133.18060844018726
INV00080,128,430.74312708825113,56130.685219423125,116.64246160922352
INV00081,118,646.2108786290596,15554.358232543907,114.50305105004277
INV00082,101,978.734498621055,67283.27782514477,33.97118739339412
INV00083,104,768.294971235551,79215.30724355995,61.13423654846469
INV00084,103,171.30590144893435,62118.80912542856,104.63087553526572
INV00085,102,893.6965026479951,39791.99176341253,89.83972838084874
INV00086,129,439.12139790722534,50736.898387148205,93.30299730067041
INV00087,109,363.65690255638526,86896.24029004689,85.52180500411482
INV00088,120,288.3695242647769,21736.638505773244,97.84076864666243
INV00089,117,205.1623781899199,22314.084892105373,182.0937864461674
INV00090,107,307.8984992663579,11814.542249293616,79.47821898203816
INV00091,102,652.0951816370815,50296.80500935645,141.92561980230028
INV00092,139,449.0466136323504,35603.8048915588,143.57360136965318
INV00093,116,359.3600753712748,68649.89188332601,60.751194456727234
INV00094,138,857.0071003972987,99955.68248631909,72.0180242780296
INV00095,124,11.559593386250118,55968.993647823176,197.87854988802334
INV00096,119,317.4321500419591,67158.79270779976,52.1976838980434
INV00097,115,383.30058854266514,56601.56868449959,76.82159817385408
INV00098,134,526.4708609464891,42263.43401304785,193.38719625883172
INV00099,103,648.9599383324306,27532.401200954988,197.8535827124724
INV00100,117,30.76865553334397,40275.49806550065,166.6979914417884
INV00101,113,395.17597977654503,62695.51057384489,51.337199218625024
INV00102,116,418.4782153175414,8198.750866677148,43.20429934293277
INV00103,132,762.5773580504856,16376.981816323687,178.8485683349801
INV00104,133,494.80006007253377,25132.979842955756,13.288915916268692
INV00105,118,159.95137885791263,64071.48203859586,82.29387189058166
INV00106,121,954.2084381648738,94676.3774563067,166.65031593261597
INV00107,124,282.7280949908715,68625.50528209191,163.20624687119508
INV00108,110,321.48601764212157,65811.79705261791,21.668370640472162
INV00109,126,809.2985729566806,58371.666534587304,195.54722545302968
INV00110,107,791.0369448366812,18864.775592600265,112.73244833522286
INV00111,120,804.3975473430312,53110.79393242878,85.04824452176584
INV00112,121,109.1187080221753,52107.56665777683,130.78648535190462
INV00113,138,524.171401343277,79400.49203828181,158.08859844021777
INV00114,114,238.76721711269718,75377.08960126879,143.348659452055
INV00115,130,420.6935201165188,48810.19372995826,50.5113334738679
INV00116,109,324.42046959107637,21760.130902353136,110.84091474095518
INV00117,108,110.18780006137223,59176.18074024733,168.06266110146183
INV00118,132,439.0894434515577,65656.71200090463,149.71967836022395
INV00119,128,409.21087593567046,99700.44224979743,118.25670580764745
INV00120,113,594.4564377792609,43211.92923597888,51.03650105001732
INV00121,129,778.5928374800696,69057.08656865235,87.24574188975251
INV00122,127,330.4958277425703,32268.635683869143,33.027295171866186
INV00123,133,509.8371843583939,60412.767940523845,66.98158277646559
INV00124,122,25.66664202865494,27338.555956972577,38.36230776751976
INV00125,121,156.93904264946454,12091.118183643963,51.36668146463867
INV00126,106,728.3379556558693,80190.03300123813,180.45180060643827
INV00127,118,286.4687299169064,92674.7431895855,35.51225632145979
INV00128,129,761.7671898815527,79056.22244995131,104.53353120286742
INV00129,119,394.4266705015855,31744.57833430307,98.40325956970115
INV00130,137,262.7548675031335,53071.35949616906,140.61837947458827
INV00131,138,879.4348386762508,21573.924972711622,36.85783319013371
INV00132,135,607.7853876421275,55964.63650039543,132.22199191484998
INV00133,104,89.14825971970751,25270.418398938382,23.950360834093992
INV00134,125,682.0480907255205,46963.67478926326,21.719273985051178
INV00135,110,713.6501911352561,76103.14266716366,27.712744994947812
INV00136,102,216.52420990241802,86280.25554671262,102.01949108718824
INV00137,122,146.19936178845066,79162.49016029021,95.29674179211743
INV00138,133,649.4696052634703,12155.324396184787,135.80993222660567
INV00139,106,907.6262404576294,60024.92601016577,36.8787402271475
INV00140,106,813.530195543763,41621.626134412196,190.57375613979517
INV00141,120,880.0218440543339,90054.78465486919,45.30615129478641
INV00142,106,52.416404656466796,32757.980045341672,107.46287598537532
INV00143,133,287.6708176548318,28184.436876298685,47.55163652535486
INV00144,115,241.86593063000154,47071.3912328783,159.99932615632892
INV00145,133,987.4092992312385,67788.0474982989,148.29428039146785
INV00146,127,396.4890822514818,74614.35181691998,42.7780640483924
INV00147,112,426.98359654190176,65596.81145189918,18.443693880787514
INV00148,135,439.96951813306447,32648.198326181995,27.98695452670797
INV00149,118,545.6149384138612,61532.13780774447,32.15571539804881
INV00150,115,12.17296397345559,47739.65935414729,40.14326106017202
INV00151,136,908.8843198410469,74574.87003083798,164.18196974588335
INV00152,132,141.15867630744202,7306.007779719221,105.49037483803822
INV00153,136,662.2162252743642,77914.12690587535,49.962796948717966
INV00154,129,653.3876299787281,89818.66159606968,71.73340194214873
INV00155,117,363.13441752691296,45590.75938239301,169.00432541030574
INV00156,127,671.91070106243,47876.00491268524,189.5836858457679
INV00157,110,905.9023803026653,93962.53442635646,21.387344599158652
INV00158,138,731.678689664732,70374.70877729828,148.56781035532015
INV00159,101,704.8326280398462,43095.10036743524,42.76225609280669
INV00160,101,507.19876618656497,79828.76142935627,78.1399365381982
INV00161,137,319.55952070563205,66638.60673517443,12.723212981463835
INV00162,100,514.7978561645014,26382.546727419784,174.6001912662878
INV00163,105,559.1183040836953,53486.070559278945,20.812542873727335
INV00164,104,350.39635704795916,25542.6571240847,191.67705966585447
INV00165,112,337.07107956706454,42675.18366933563,197.98830795295737
INV00166,134,64.62682119353596,67313.69992565093,140.6585217497902
INV00167,139,18.236521881959057,57475.931122813585,33.20534604483113
INV00168,130,912.4600840983144,36515.06968565688,119.06769325181575
INV00169,119,102.18723537298567,46401.8964774802,49.74909909545576
INV00170,139,672.4059185956546,39432.75731295808,155.59936676792785
INV00171,122,581.5865760299375,17894.083174753323,30.945687170248377
INV00172,127,380.56699864646896,20654.621025545774,49.74185321753188
INV00173,136,983.4709690431213,87172.51046361777,161.60332099484205
INV00174,118,601.7528403979665,48249.340230784685,75.87422435823275
INV00175,105,219.27386612885684,24737.348660189185,87.6498994801201
INV00176,124,597.4341099567628,57126.53804852027,53.227111057658526
INV00177,118,706.8201453704104,86278.77959287382,67.76839053926932
INV00178,115,535.9445084918029,47073.28480671518,94.16308556674748
INV00179,125,927.2312807599436,32240.738285761636,150.1608310097173
INV00180,102,84.39857898000581,57653.53140828395,152.82913595226321
INV00181,120,654.724703043567,35836.68449761221,180.50704945283735
INV00182,117,319.89767020148173,15565.20353556638,171.7719355672497
INV00183,139,305.068772916856,40403.04909611914,82.8152547978207
INV00184,104,306.34586963425187,97661.76369096834,166.3252792980031
INV00185,111,462.8328161595928,11400.17284626477,106.36664029142158
INV00186,118,571.6523865342792,46285.766647471195,81.87406449400333
INV00187,129,919.5132443360303,33498.51190710604,130.50740933864193
INV00188,121,145.6820569289526,45536.509418907604,144.0598262654897
INV00189,110,534.408249407505,32729.891627329274,49.800080795114354
INV00190,128,47.613554103983624,29918.90853084886,66.92613205748654
INV00191,135,564.0873783158664,63983.479446205725,48.649548410469556
INV00192,106,682.058150585053,12979.565082606965,70.3384084581278
INV00193,139,88.44034668742907,11258.332062558127,109.29024549720341
INV00194,114,146.84882190398326,21477.220868040455,24.94770017167723
INV00195,111,238.9876016715869,97269.16291218359,106.77196254811605
INV00196,107,549.0692894424861,49808.465891993845,42.58152977602418
INV00197,133,291.0679855808277,34822.54083754941,113.65519405576902
INV00198,135,351.357707016061,68366.45069613308,33.93925610931677
INV00199,103,523.1394207583403,33878.191226483075,186.43285967801302
INV00200,132,614.6237960609282,85298.21412488767,99.54626172844613
INV00201,109,465.37862465820956,18632.283424006353,109.85903753651525
INV00202,137,565.7589270453838,74849.020312881,150.16521876553955
INV00203,111,591.9024254268747,69986.47455955832,22.602038017997053
INV00204,117,536.9911382891472,88810.62215252161,132.74159717171705
INV00205,138,559.9747522179421,48839.56742964972,43.085952472847616
INV00206,114,619.180043467726,60964.847674977325,42.061538740525435
INV00207,120,725.2297708669538,81139.13099167374,191.6943837479459
INV00208,139,594.9807139868645,94760.74593183928,33.54703869124318
INV00209,132,436.468692005497,86413.43997520553,69.46457847197246
INV00210,102,462.20382863195425,44274.40363235441,193.8819587767224
INV00211,110,22.215297856021255,55342.01239987677,46.926132686476315
INV00212,117,204.9822714671296,37922.724536423666,181.49305107008698
INV00213,115,342.7883400043877,60614.047272141775,125.34532865816178
INV00214,120,692.8195120355599,85301.38208733557,142.89814810073784
INV00215,124,270.70918983464253,15465.387729757562,165.85903175544155
INV00216,105,766.5049993704234,97901.64177946057,133.82577453875388
INV00217,125,413.8267469747539,18315.361910440235,131.60720927670675
INV00218,118,654.1688145607012,48832.587258563486,140.88023746882055
INV00219,110,652.9063140930054,40172.83161826443,165.83047972789012
INV00220,111,337.5951154300674,80768.54809022736,44.863698622987144
INV00221,104,876.6560866254084,17396.429655712134,107.96135951018458
INV00222,118,411.84309241649277,75205.38606849774,25.379542955934973
INV00223,110,251.62674755746505,87309.42178094973,158.0767877067912
INV00224,102,653.6412344988673,27895.727370648663,100.94909340809551
INV00225,115,924.3406581957606,51016.70815789396,118.35765330478155
INV00226,125,726.7278212954163,11146.345528390098,65.67692966808795
INV00227,129,271.1775629653628,37434.34813327137,89.33143350792781
INV00228,108,684.9220984237018,47950.54375772038,179.15048080769216
INV00229,109,107.21479870666202,29656.65827619509,62.36102417376659
INV00230,120,666.3002934035809,90796.25763797892,98.14665927944574
INV00231,130,590.5426309956441,44136.29705746812,69.73981688628977
INV00232,100,928.1377732570749,76351.98316454342,161.6735395100099
INV00233,133,435.5273072606336,81987.85192372529,191.83662008956057
INV00234,105,67.697847087518,59025.11765103737,46.019407588517105
INV00235,121,44.207817677123124,76907.77407555924,128.9482254731392
INV00236,129,101.38410203621065,31249.780106312977,126.48940103145942
INV00237,124,55.08219142730879,33847.17345669677,137.3574603688832
INV00238,107,782.6291678383029,92221.00446347705,128.7280696175037
INV00239,122,122.81202824209663,44448.200938250404,28.252526746471
INV00240,105,626.6107211905088,86438.19344022211,77.81063783335904
INV00241,103,95.12941829195437,30851.94997882911,86.65078841414952
INV00242,120,17.272526263989533,5190.384673613529,25.95919138192756
INV00243,135,249.1451441042344,64871.40661646025,94.14416211291095
INV00244,118,944.8883413741693,78232.34653038795,95.50742525263156
INV00245,127,537.7882740812145,59828.86340171076,122.75947862310636
INV00246,125,364.14873145961246,7610.97697771999,192.23433253738452
INV00247,110,574.4721824149833,77075.17681934859,63.30347283232364
INV00248,135,719.3799904468297,72125.98095276034,133.22922290576645
INV00249,126,653.3486264386671,14639.72174185243,45.62402583140599
INV00250,119,857.9301282091691,29583.497846539307,100.25422734272959
INV00251,118,577.4865940694345,22786.035004294547,169.07393477741044
INV00252,117,239.3867836936926,39662.523687183464,28.892583801639844
INV00253,108,435.9033824975011,11292.90090928004,182.38948787769897
INV00254,120,505.0628317271333,94835.84027079224,82.22146648977436
INV00255,110,611.4752487621921,89444.80628007486,114.8602197196602
INV00256,106,147.4388135887548,36665.77814258804,97.67813260000162
INV00257,137,970.7282463109024,10176.202714523944,38.763316176242185
INV00258,102,776.8079016683731,47232.45853935741,196.27676044048093
INV00259,109,927.1850993102698,36594.548964280926,87.86734469526264
INV00260,136,326.1367828309179,85505.8972008365,166.91773809063977
INV00261,130,849.437242155627,11603.40623091831,169.4901361331458
INV00262,138,745.7834413671181,58359.384357133225,180.07156773588747
INV00263,122,687.3356127168562,75133.50335839127,85.29103299663474
INV00264,112,267.1195302904462,94014.91387707111,153.41589461281816
INV00265,131,529.1545782656492,77433.2827064944,36.634845444503476
INV00266,125,449.8364210717867,62754.94562015609,141.6812520321352
INV00267,101,597.1819312532116,42998.87073222921,37.165704233192365
INV00268,135,38.59849880871834,34553.58005166667,60.059186462710805
INV00269,139,965.2478301134636,95621.03522507922,37.5787870196086
INV00270,113,724.3262541564535,28980.45277505391,194.96955687523044
INV00271,123,471.628113241296,53997.17546717034,186.42299873810825
INV00272,115,607.6749907998015,42273.93599046701,56.90032593605917
INV00273,110,88.32228363633355,49383.17764957062,193.8376312299506
INV00274,125,909.980747581615,19934.486492164888,11.119427055607806
INV00275,125,52.7881401437649,57543.8345705814,89.327867161181
INV00276,135,490.6613729486322,17378.811291614285,89.17632222974528
INV00277,117,501.5149963983232,96748.81729565763,143.2196491377529
INV00278,107,724.9795419889448,67927.17764242616,187.84515171234412
INV00279,103,192.74594909759185,67903.8962309694,133.64194249268957
INV00280,114,977.0879290430624,26978.862280916634,108.68583028336832
INV00281,111,17.99543425711195,39063.03085966878,182.8054373877643
INV00282,119,475.7095269566425,26299.278915898507,99.5588770504543
INV00283,121,805.453700804374,32427.82503934922,54.95354494551204
INV00284,128,705.1178701210058,27832.99118977963,145.03978483093917
INV00285,107,628.3343258217108,47875.94491179342,138.1904855063114
INV00286,113,578.7426873822092,8949.322034849218,131.62222005401287
INV00287,129,669.8129851087109,44475.18410010097,88.56550787651415
INV00288,136,387.7911453452174,22836.7571692564,67.43174296198623
INV00289,113,265.882694870784,68286.79773812802,190.75393231265542
INV00290,133,671.6390048545941,28850.122024391192,183.09756110667735
INV00291,135,173.76932656685446,73129.06357257873,192.90460706958555
INV00292,102,535.131933498228,83802.91451733226,197.1296430195169
INV00293,125,215.41657793941195,20148.559854484,108.62512075403207
INV00294,100,545.1815311070982,55828.83613949778,19.934876789411817
INV00295,116,132.02219713842894,23483.268915818826,63.360228746519184
INV00296,124,134.06044166111707,66622.58849820936,167.58280846723648
INV00297,133,673.471504905646,39236.21377906344,65.32085668341722
INV00298,117,271.69587561852427,88293.22818973505,145.97334151386062
INV00299,106,564.2831749156239,36667.75362906532,89.8798113349996
INV00300,133,76.85586410382083,83065.49444337009,149.30106932398337
INV00301,109,421.217529108726,96920.81786006974,31.489876924948863
INV00302,114,623.3406065563114,73462.93047692263,111.64563213935288
INV00303,134,718.0147991232071,57769.04532106574,140.6264872575377
INV00304,124,554.5858088355814,22915.317988992538,15.93790136265374
INV00305,100,221.1621715591995,85617.24217406829,179.39549710073157
INV00306,133,714.4591966292662,85851.27112050999,129.0269803338101
INV00307,104,326.93419061595006,69371.11544287682,41.45132025246157
INV00308,102,646.8866712691631,36783.34376187337,25.393676632449314
INV00309,133,766.0718545957031,21715.79173711633,122.52975259898356
INV00310,134,833.9153528851751,89067.62145613079,106.73930657131677
INV00311,118,175.0550852076178,47723.53744462588,83.51010583116192
INV00312,124,200.28818057122885,27516.44250005508,198.433785664409
INV00313,136,170.17853763512815,91397.58076415666,133.08891320921114
INV00314,118,24.199565880722226,31513.619096424394,67.58286117183414
INV00315,125,746.6271205146483,83418.65975240605,10.335244475072372
INV00316,136,413.6292198435933,15196.759544692573,129.9551090321093
INV00317,117,278.3921695034881,26260.458729652477,119.18137929174698
INV00318,113,684.9287936251842,75530.92371371426,83.81228966121093
INV00319,112,667.7651153293634,45637.872888660386,51.876067115982494
INV00320,134,416.0691377149801,93304.99643881174,75.41293860526324
INV00321,100,596.8756171865929,87351.0384296563,138.38344435933257
INV00322,107,513.4290498143239,77011.46921976935,50.90069125462788
INV00323,103,762.0767732450904,99248.21072983983,54.9950985251726
INV00324,118,389.204033940268,98777.56025421464,15.16162082813107
INV00325,113,851.0998911986417,23537.651400363473,155.24501901716886
INV00326,130,15.07461213300648,55514.16445561231,75.11414173880411
INV00327,138,666.3074297348716,55519.58729715423,26.806250068075343
INV00328,123,87.99596855503306,57398.950279294455,106.74962064722969
INV00329,129,897.2816911919313,31400.08763272901,136.92737216358537
INV00330,109,507.6210730420359,18454.887063404163,141.4499119108136
INV00331,120,516.6566350009354,19706.009103500583,173.4732998359009
INV00332,112,38.58606547488635,59642.044088248476,180.92965682634977
INV00333,126,614.3070350293469,34946.56904448853,87.72809903835464
INV00334,125,404.08763837292287,9223.278786545497,53.990597659006895
INV00335,135,877.3183381451177,41608.25403463049,14.26889691646438
INV00336,109,62.41438705373044,93608.19204262798,74.5251796122604
INV00337,116,871.9625664735375,16241.547217983818,141.43391021809524
INV00338,123,121.39005658130287,89740.57177784224,100.55823252839164
INV00339,137,223.8497043987196,37009.7262269463,67.87287977376121
INV00340,138,426.8266500553987,56056.65337267404,75.39040979838394
INV00341,101,115.21945473133893,85660.65594299484,163.83853419669128
INV00342,130,441.0262961088993,88157.03775595715,175.36978439587548
INV00343,126,298.0449177835536,34172.710717144975,196.50101508830554
INV00344,128,939.9030698255015,95327.29469240094,52.22803827390494
INV00345,114,581.8240420839105,85469.44948408271,23.48660616736093
INV00346,121,151.01578419096236,39267.25422387085,166.10982088648905
INV00347,139,858.9128129406163,35262.507976769906,185.062143702487
INV00348,139,893.5517421456399,94983.97679338777,118.90711548380743
INV00349,107,808.7536195514705,50591.31708882562,26.674134607424012
INV00350,123,17.66873847742854,20396.767605399622,91.40420003100687
INV00351,102,587.8034665457424,59607.636503764064,96.3388173342127
INV00352,135,351.6548394785918,24333.195493702326,77.00821778616726
INV00353,112,593.5628502626846,86638.70366680415,155.37543696482498
INV00354,113,515.8566225362651,41064.34378438385,113.15227171372376
INV00355,139,637.8938613392766,20488.54797313173,36.04931161675275
INV00356,134,135.7145191858374,44970.211724475914,75.38334371479073
INV00357,137,560.0799531266447,12557.853022300274,117.64609886075091
INV00358,101,87.36983932573487,46873.28350383545,44.73020824486403
INV00359,137,803.1166064056931,59503.19171183129,33.90353689473447
INV00360,102,297.9863044295037,18210.274029052664,14.003310141512499
INV00361,137,697.0940470732131,82934.73460683595,11.080776858237524
INV00362,107,721.8458012948415,35519.97148626471,69.15839030850378
INV00363,133,137.71891049282613,32134.835198822104,145.20657877736267
INV00364,104,337.8358126158748,75032.2745377839,108.28752946405287
INV00365,104,535.4661054514885,46552.511710489314,77.33711188710947
INV00366,139,843.5376938805166,90069.02752090151,131.68651529429832
INV00367,126,639.7896709112678,44882.91862928968,186.90030247678794
INV00368,117,472.6311349161322,41942.796518667215,78.49254058505356
INV00369,111,665.9844328008215,77880.2195812084,199.52356814835397
INV00370,104,870.5625587523559,64141.07082241688,133.39112625009122
INV00371,116,368.4357754181941,47420.325912923734,176.14488687609332
INV00372,106,120.56196559564299,69444.3801581363,88.23034936626907
INV00373,100,369.5931977911288,39309.95309264585,53.49659027318489
INV00374,124,839.4389320983018,18958.96410750712,32.77775028033881
INV00375,119,214.81173998154205,89252.1479474566,106.06958141772719
INV00376,114,666.0249840732204,54461.75859606209,176.4102429510613
INV00377,124,875.2994470475951,42996.926924316365,173.77874363072326
INV00378,126,714.195087966003,87426.08395796081,59.78150227484658
INV00379,114,362.8117841593413,29592.820067002056,72.44260994301086
INV00380,129,462.3346860396824,18847.65681729018,42.59120731550345
INV00381,111,846.588726981992,87355.8318257912,14.389800607943357
INV00382,114,999.8865977299387,37271.75716113368,125.24387390972517
INV00383,107,435.6562873912015,64344.57909350899,86.31596895914086
INV00384,107,162.67093522661466,8791.670967924354,93.81873044707103
INV00385,105,732.8893952512647,41413.8990200408,19.52351780138537
INV00386,119,229.35159559121018,48788.32588308395,176.24290413832352
INV00387,129,52.58471855161299,21930.303997845887,82.34064303802108
INV00388,100,912.1136048009795,77934.07494472736,75.69136953618452
INV00389,119,365.41757640379626,86899.9967380011,67.60877497320732
INV00390,127,341.4994449188374,26260.29187121874,110.83113814804106
INV00391,123,370.60475681572547,38663.612497456605,11.768535311598841
INV00392,135,656.3443685116277,53143.84514350724,53.04063434971398
INV00393,132,156.36552014482382,75278.47055260633,142.73477167073398
INV00394,135,32.18081864191146,66112.77529306176,117.53110578799112
INV00395,102,602.064819155527,80587.28567832435,176.62316243729836
INV00396,111,151.9127540911129,76622.99556379323,25.272053370714424
INV00397,113,843.1794598759482,62232.37743243157,115.15922257618165
INV00398,122,962.755360861153,98743.58662128515,20.033110437456855
INV00399,109,807.7179518786514,58345.579809467796,183.76410276672925
INV00400,104,942.8358176664843,87031.94981763585,37.64866658812926
INV00401,136,212.42200727944373,23746.356055688637,142.84255655130428
INV00402,137,41.48267202459926,13827.661162914777,16.076564976302535
INV00403,120,565.4433057456391,68444.57083316003,14.697096172232023
INV00404,103,778.2403727653711,97024.07315542463,115.77102107518148
INV00405,102,154.84314218304166,46302.40715325234,118.59942554166658
INV00406,119,921.5070594974965,21570.06076110197,57.266439679680886
INV00407,104,497.076539869732,11228.499231131163,52.35272202497114
INV00408,110,610.0893672610548,42877.46479182185,38.52278506962449
INV00409,132,503.9428145887652,29184.559306431,121.75090618591891
INV00410,131,114.91066948842861,14309.636129882514,80.63241239685802
INV00411,125,838.8759379508776,47340.50174589922,115.83705289505988
INV00412,111,672.3955320023365,55281.97939877296,90.38518241936976
INV00413,119,745.5503685303705,45084.32495882355,155.53544415411602
INV00414,110,302.10040321832486,66399.50228279017,131.4343938933245
INV00415,113,676.9495539759189,20669.722439714307,23.007228392793557
INV00416,104,222.62495712881997,99471.87038060138,41.689906730968424
INV00417,105,911.3357619747827,7660.417249004966,147.9356034898396
INV00418,133,245.43122480747545,10930.609199659211,163.5617495753945
INV00419,115,568.6683515935592,5203.741592779984,160.11821222544341
INV00420,125,908.7598453477509,29857.647865260034,146.8324736737062
INV00421,113,20.076999152573492,57975.31093799086,88.96688049749845
INV00422,104,108.2559436977628,97007.22591893609,143.27702463359378
INV00423,138,425.01240428803317,43156.94230851558,160.76880207181185
INV00424,105,260.9801862392029,47345.207364657836,183.53250899828086
INV00425,115,793.5388893093975,68705.10061630225,15.143134973287722
INV00426,101,530.0965045240483,95222.34188020213,156.6093958895477
INV00427,116,578.863842599657,24462.221089591327,26.88940332894952
INV00428,122,429.74848614114933,65826.01675545092,20.19331951574771
INV00429,129,865.476003381653,12145.346430651633,192.46996396902443
INV00430,103,247.89869448929954,13102.750419723085,152.50379535152578
INV00431,134,951.0321032699494,49661.405035796786,31.435961596420572
INV00432,117,28.717628243958742,82602.22521779234,106.52495518937451
INV00433,103,497.1922121354473,14156.879540803284,59.52280672442976
INV00434,135,667.0073661714622,90526.64842477914,180.54065352038972
INV00435,109,19.954236705048217,41851.31202729401,109.7703325102818
INV00436,131,370.64401212536814,10673.069282036568,99.1451928371392
INV00437,133,395.6291935095962,72240.92782671243,44.49706266506193
INV00438,134,154.639646823478,75538.6928612686,12.733991290033902
INV00439,129,354.31116395469616,14904.951571696382,195.62442061395575
INV00440,114,514.7775245973849,61392.162034215675,165.43540280916307
INV00441,106,902.2536181141652,35880.50233340527,172.59043507599577
INV00442,110,959.4388488819167,26578.3410882938,50.86942283146702
INV00443,118,94.1293267637092,90056.37406058828,154.13718238168622
INV00444,113,923.7833194086013,35428.23235015195,123.87164317915813
INV00445,123,633.8100148204512,31394.37332003376,83.03127633997943
INV00446,122,353.7059523280131,78272.80375741217,172.55157278084724
INV00447,104,135.50095825997067,74075.96676191801,53.77301053393723
INV00448,133,721.1012559528248,29624.438246420017,167.8021830082824
INV00449,114,129.72411895229413,31481.731031293148,90.91335910918356
INV00450,138,832.2176457228944,20456.119781557165,150.72120887958866
INV00451,121,26.192076241436077,53505.6644157229,193.5159560715335
